,artist_name,year,track_name,track_id,track_popularity,artist_id,energy,instrumentalness,key,tempo,time_sig,valence,danceability,acousticness,popularity_level
3646,Drake,2022,Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,88,3TVXtAsR1Inumwj472S9r4,0.673,2.41e-06,0,165.921,4,0.366,0.529,0.000307,Very Popular
3647,OneRepublic,2022,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,93,5Pwc4xIPtQLFEnJriah9YJ,0.797,0.000745,0,139.994,4,0.825,0.704,0.0826,Very Popular
3648,Taylor Swift,2022,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,89,06HL4z0CvFAxyc27GXpf02,0.436,0.000573,10,96.985,4,0.0976,0.733,0.258,Very Popular
3649,JVKE,2022,golden hour,5odlY52u43F5BjByhxg7wg,90,164Uj4eKjl6zTBKfJLFKKK,0.593,0.162,4,94.467,3,0.153,0.515,0.653,Very Popular
3650,David Guetta,2022,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,95,1Cs0zKBU1kc0i8ypK3B9ai,0.965,7.07e-06,7,128.04,4,0.304,0.561,0.00383,Very Popular
3651,Sam Smith,2022,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,93,2wY79sveU1sp5g7SokKOiI,0.472,4.51e-06,2,131.121,4,0.238,0.714,0.013,Very Popular
3652,Harry Styles,2022,As It Was,4LRPiXqCikLlN15c3yImP7,92,6KImCVD70vtIoJWnq6nGn3,0.731,0.00101,6,173.93,4,0.662,0.52,0.342,Very Popular
3653,Sabrina Carpenter,2022,Nonsense,6dgUya35uo964z7GZXM07g,90,74KM79TiuVKeVCqs8QtB0B,0.697,0.0,8,138.992,4,0.732,0.74,0.0268,Very Popular
3654,Drake,2022,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC,84,3TVXtAsR1Inumwj472S9r4,0.701,0.0,7,129.963,4,0.203,0.773,0.01,Very Popular
3655,RAYE,2022,Escapism.,5Z2MiIZ5I3jJvvmeWMLbOQ,91,5KKpBU5eC2tJDzf0wmlRp2,0.742,4.67e-05,2,96.107,4,0.25,0.538,0.138,Very Popular
3656,Beyoncé,2022,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,90,6vWDO969PvNqNYHIOW5v0m,0.689,9.69e-06,7,115.042,4,0.642,0.78,0.0368,Very Popular
3657,Harry Styles,2022,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,89,6KImCVD70vtIoJWnq6nGn3,0.728,0.0,10,114.996,4,0.901,0.714,0.298,Very Popular
3658,Post Malone,2022,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,88,246dkjvS1zLTtiykXe5h60,0.67,0.0,5,100.964,4,0.472,0.733,0.121,Very Popular
3659,Meghan Trainor,2022,Made You Look,0QHEIqNKsMoOY5urbzN48u,91,6JL8zeS1NmiOftqZTRgdTz,0.525,1.92e-06,10,144.981,4,0.884,0.838,0.345,Very Popular
3660,SZA,2022,Shirt,2wSTnntOPRi7aQneobFtU4,84,7tYKF4w9nC0nq9CsPZTHyP,0.512,0.00232,3,120.009,4,0.572,0.848,0.228,Very Popular
3661,NewJeans,2022,Ditto,3r8RuvgbX9s7ammBn07D3W,91,6HvZYsbFfjnjFrWF950C9d,0.641,0.0,6,133.854,4,0.183,0.814,0.027,Very Popular
3662,Taylor Swift,2022,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,86,06HL4z0CvFAxyc27GXpf02,0.363,5.17e-05,0,139.865,4,0.23,0.643,0.69,Very Popular
3663,Doja Cat,2022,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,83,5cj0lLjcoR7YOSnhnX0Po5,0.601,3.23e-05,8,159.969,4,0.74,0.801,0.0777,Very Popular
3664,Billie Eilish,2022,TV,3GYlZ7tbxLOxe6ewMNVTkw,86,6qqNVTkY8uBg9cP3Jd7DAH,0.236,0.00653,4,140.214,4,0.119,0.412,0.83,Very Popular
3665,SZA,2022,Ghost in the Machine (feat. Phoebe Bridgers),4h5x3XHLVYFJaItKuO2rhy,81,7tYKF4w9nC0nq9CsPZTHyP,0.433,0.0294,6,124.979,4,0.589,0.624,0.837,Very Popular
3666,Joji,2022,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,86,3MZsBdqDrRTJihTHQrO6Dq,0.317,4.78e-06,8,169.914,3,0.268,0.44,0.891,Very Popular
3667,Taylor Swift,2022,Karma,7KokYm8cMIXCsGVmUvKtqf,84,06HL4z0CvFAxyc27GXpf02,0.62,0.0,8,90.02,4,0.0969,0.642,0.0734,Very Popular
3668,Drake,2022,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,82,3TVXtAsR1Inumwj472S9r4,0.63,0.0,4,122.03,4,0.445,0.749,0.0623,Very Popular
3669,Manuel Turizo,2022,La Bachata,5ww2BF9slyYgNOk37BlC4u,93,0tmwSHipWxN12fsoLcFU3B,0.679,1.98e-06,7,124.98,4,0.85,0.835,0.583,Very Popular
3670,Taylor Swift,2022,Bejeweled,3qoftcUZaUOncvIYjFSPdE,83,06HL4z0CvFAxyc27GXpf02,0.559,5.58e-05,7,163.999,4,0.433,0.696,0.0618,Very Popular
3671,NewJeans,2022,Hype Boy,0a4MMyCrzT0En247IhqZbD,88,6HvZYsbFfjnjFrWF950C9d,0.935,0.0,4,99.976,4,0.783,0.593,0.268,Very Popular
3672,Tiësto,2022,10:35,6BePGk3eCan4FqaW2X8Qy3,90,2o5jDhtHVPhrJdv3cEQ99Z,0.793,3.78e-06,8,120.003,4,0.698,0.696,0.0683,Very Popular
3673,SZA,2022,Love Language,1eIXYZWEfJO3Na2LCCnIJE,80,7tYKF4w9nC0nq9CsPZTHyP,0.261,0.0,9,65.038,4,0.545,0.707,0.853,Very Popular
3674,Taylor Swift,2022,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,83,06HL4z0CvFAxyc27GXpf02,0.396,5.2e-06,2,120.041,4,0.38,0.696,0.401,Very Popular
3675,Beyoncé,2022,AMERICA HAS A PROBLEM,2XMAWynSTIst5KmLSv0Npf,80,6vWDO969PvNqNYHIOW5v0m,0.614,0.00152,1,126.035,4,0.108,0.789,0.00348,Very Popular
3676,The Weeknd,2022,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,86,1Xyo4u8uXC1ZmMpatF05PJ,0.586,7.27e-05,9,134.951,4,0.608,0.702,0.0388,Very Popular
3677,Feid,2022,CHORRITO PA LAS ANIMAS,0CYTGMBYkwUxrj1MWDLrC5,91,2LRoIwlKmHjgvigdNGBHNo,0.831,6.43e-05,8,95.975,4,0.609,0.743,0.114,Very Popular
3678,Omar Apollo,2022,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,81,5FxD8fkQZ6KcsSYupDVoSO,0.336,0.00528,9,82.029,3,0.31,0.697,0.598,Very Popular
3679,Joji,2022,Die For You,26hOm7dTtBi0TdpDGl141t,84,3MZsBdqDrRTJihTHQrO6Dq,0.518,0.127,8,147.805,4,0.154,0.472,0.383,Very Popular
3680,beabadoobee,2022,the perfect pair,41P6Tnd8KIHqON0QIydx6a,80,35l9BRT7MXmM8bv2WDQiyB,0.663,0.124,11,146.053,4,0.6,0.634,0.433,Very Popular
3681,Taylor Swift,2022,Maroon,3eX0NZfLtGzoLUxPNvRfqm,82,06HL4z0CvFAxyc27GXpf02,0.398,1.03e-06,7,108.075,4,0.0374,0.637,0.0573,Very Popular
3682,SZA,2022,Seek & Destroy,6eT2V7nKXyMf47TwPbtgAD,79,7tYKF4w9nC0nq9CsPZTHyP,0.647,0.175,1,152.069,4,0.345,0.651,0.437,Very Popular
3683,Ozuna,2022,Hey Mor,1zsPaEkglFvxjAhrM8yhpr,92,1i8SpTcr7yvPOmcqrbnVXY,0.589,0.000237,1,98.002,4,0.399,0.901,0.00302,Very Popular
3684,Cults,2022,Gilded Lily,3Z0qLOS0cqWKPHXkbTXmNF,82,3Oim8XBPbznAa8Jj8QzNc8,0.571,3.05e-05,11,61.859,4,0.146,0.4,0.468,Very Popular
3685,SZA,2022,Awkward,2xZ0zfuDTv5LxLhEgD82PG,79,7tYKF4w9nC0nq9CsPZTHyP,0.474,0.000122,5,119.999,4,0.397,0.618,0.182,Very Popular
3686,Bizarrap,2022,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,93,716NhGYqD1jl2wI1Qkgq36,0.782,0.033,2,128.033,4,0.55,0.621,0.0125,Very Popular
3687,Jack Harlow,2022,First Class,0wHFktze2PHC5jDt3B17DC,83,2LIk90788K0zvyj2JJVwkJ,0.582,3.18e-06,5,107.005,4,0.332,0.902,0.111,Very Popular
3688,NewJeans,2022,Attention,2pIUpMhHL6L9Z5lnKxJJr9,85,6HvZYsbFfjnjFrWF950C9d,0.648,0.0,10,104.988,4,0.695,0.811,0.236,Very Popular
3689,Drake,2022,Circo Loco,7GeTsDIc5ykNB6lORO6Cee,79,3TVXtAsR1Inumwj472S9r4,0.605,0.0,1,103.976,4,0.252,0.734,0.0102,Very Popular
3690,SZA,2022,Open Arms (feat. Travis Scott),0xaFw2zDYf1rIJWl2dXiSF,79,7tYKF4w9nC0nq9CsPZTHyP,0.59,0.0132,9,77.559,4,0.216,0.665,0.763,Very Popular
3691,Imagine Dragons,2022,Bones,0HqZX76SFLDz2aW8aiqi7G,87,53XhwfbYqKCa1cC15pYq2q,0.742,0.0,5,114.071,4,0.571,0.773,0.0206,Very Popular
3692,Drake,2022,Broke Boys,45pUWUeEWGoSdH6UF162G8,77,3TVXtAsR1Inumwj472S9r4,0.533,0.000108,2,120.041,4,0.112,0.642,0.0104,Very Popular
3693,Taylor Swift,2022,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,82,06HL4z0CvFAxyc27GXpf02,0.319,0.000993,9,109.957,4,0.193,0.663,0.69,Very Popular
3694,Harry Styles,2022,Matilda,6uvh0In7u1Xn4HgxOfAn8O,83,6KImCVD70vtIoJWnq6nGn3,0.294,1.97e-05,2,114.199,4,0.386,0.507,0.896,Very Popular
3695,Shakira,2022,Monotonía,6G12ZafqofSq7YtrMqUm76,88,0EmeFodog0BfCgMzAIvKQp,0.695,1.23e-06,0,131.963,4,0.823,0.873,0.419,Very Popular
3696,Taylor Swift,2022,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,80,06HL4z0CvFAxyc27GXpf02,0.84,0.000575,7,157.979,4,0.55,0.483,0.43,Very Popular
3697,Harry Styles,2022,Satellite,0rzaRSujxA0bKyjJl6vHYq,82,6KImCVD70vtIoJWnq6nGn3,0.457,3.05e-05,0,138.984,4,0.301,0.576,0.143,Very Popular
3698,The Weeknd,2022,Out of Time,2SLwbpExuoBDZBpjfefCtV,83,1Xyo4u8uXC1ZmMpatF05PJ,0.76,0.0,0,93.057,4,0.838,0.65,0.255,Very Popular
3699,Drake,2022,Major Distribution,46s57QULU02Voy0Kup6UEb,79,3TVXtAsR1Inumwj472S9r4,0.546,0.0,8,131.016,4,0.225,0.908,0.0127,Very Popular
3700,Dove Cameron,2022,Boyfriend,59CfNbkERJ3NoTXDvoURjj,83,2W8yFh0Ga6Yf3jiayVxwkE,0.612,0.0,7,179.773,3,0.232,0.345,0.232,Very Popular
3701,Suki Waterhouse,2022,Good Looking,0j3mqDTK4Z6lvrLzFCUUz6,80,5GGJosGMs08YEmKTZJe1fL,0.554,0.000297,4,150.079,3,0.257,0.364,0.077,Very Popular
3702,JVKE,2022,this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,81,164Uj4eKjl6zTBKfJLFKKK,0.44,0.0,11,128.934,5,0.332,0.422,0.617,Very Popular
3703,Taylor Swift,2022,The Great War,3UMrglJeju5yWyYIW6o99b,81,06HL4z0CvFAxyc27GXpf02,0.741,2.23e-05,5,96.016,4,0.554,0.573,0.219,Very Popular
3704,Pharrell Williams,2022,Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X,76,2RdwBSPQiwcmiDo9kixcl8,0.56,1.45e-06,7,119.971,4,0.154,0.877,0.00721,Very Popular
3705,RAYE,2022,Escapism. - Sped Up,4rPJSqrov3zqGwXlemLBMw,85,5KKpBU5eC2tJDzf0wmlRp2,0.768,0.000231,6,107.588,4,0.378,0.435,0.0857,Very Popular
3706,Harry Styles,2022,Daylight,51Zw1cKDgkad0CXv23HCMU,81,6KImCVD70vtIoJWnq6nGn3,0.445,0.00144,0,145.5,3,0.626,0.686,0.484,Very Popular
3707,Harry Styles,2022,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,82,6KImCVD70vtIoJWnq6nGn3,0.715,0.0568,11,107.041,4,0.357,0.72,0.258,Very Popular
3708,Nicki Minaj,2022,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,81,0hCNtLu0JehylgoiP8L4Gh,0.891,1.77e-05,2,133.01,4,0.912,0.95,0.0645,Very Popular
3709,Kenshi Yonezu,2022,KICK BACK,3khEEPRyBeOUabbmOPJzAG,85,1snhtMLeb2DYoMOcVbb8iB,0.941,3.36e-06,1,101.921,4,0.292,0.577,0.00207,Very Popular
3710,Harry Styles,2022,Keep Driving,2NcQic8JxdjAlAHuNbOIRE,80,6KImCVD70vtIoJWnq6nGn3,0.479,0.00156,9,164.948,3,0.902,0.721,0.321,Very Popular
3711,Conan Gray,2022,Memories,5UXJzLFdBn6u9FJTCnoHrH,83,4Uc8Dsxct0oMqx0P6i60ea,0.684,0.0,11,112.969,4,0.556,0.34,0.00979,Very Popular
3712,Marshmello,2022,Numb,10xV5l9nhLvFpR8mqzs0bL,83,64KEffDW9EtZ1y2vBYgq8T,0.774,0.0127,0,119.966,4,0.632,0.912,0.121,Very Popular
3713,Shakira,2022,Te Felicito,2rurDawMfoKP4uHyb2kJBt,87,0EmeFodog0BfCgMzAIvKQp,0.636,0.0,5,174.14,4,0.575,0.695,0.234,Very Popular
3714,SZA,2022,SOS,5xMw6qCcpd2gBXPGTegC4W,76,7tYKF4w9nC0nq9CsPZTHyP,0.657,6.97e-06,7,119.159,1,0.506,0.507,0.669,Very Popular
3715,Lizzo,2022,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,83,56oDRnqbIiwx4mymNEv7dS,0.743,0.0,10,108.966,4,0.722,0.836,0.0995,Very Popular
3716,Feid,2022,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,90,2LRoIwlKmHjgvigdNGBHNo,0.573,0.0,5,94.999,4,0.563,0.865,0.0863,Very Popular
3717,SZA,2022,Used (feat. Don Toliver),1TweDM3JC49LNeelLVg3yX,77,7tYKF4w9nC0nq9CsPZTHyP,0.689,8.47e-05,10,149.579,4,0.705,0.734,0.532,Very Popular
3718,Drake,2022,Jumbotron Shit Poppin,2ZlABhxMMa43COmZ97kKsJ,76,3TVXtAsR1Inumwj472S9r4,0.575,0.0,6,99.026,4,0.319,0.799,0.221,Very Popular
3719,Lil Nas X,2022,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,86,7jVv8c5Fj3E9VhNjxT4snq,0.715,0.0,2,141.872,4,0.308,0.637,0.148,Very Popular
3720,SZA,2022,F2F,2e2AXpIiJpet5b4qg85Gh6,76,7tYKF4w9nC0nq9CsPZTHyP,0.74,2.95e-06,2,89.934,4,0.465,0.533,0.089,Very Popular
3721,Taylor Swift,2022,Mastermind,7FmYn9e7KHMXcxqGSj9LjH,78,06HL4z0CvFAxyc27GXpf02,0.357,0.00129,4,125.966,4,0.124,0.662,0.553,Very Popular
3722,Sam Hunt,2022,Water Under The Bridge,4viFAHmivkYQKkwLvwKOgg,74,2kucQ9jQwuD8jWdtR9Ef38,0.866,0.0,5,133.889,4,0.853,0.635,0.0697,Popular
3723,Taylor Swift,2022,Paris,7712gjoih4QoDbXpljEk21,77,06HL4z0CvFAxyc27GXpf02,0.509,3.27e-05,7,110.947,4,0.345,0.7,0.112,Very Popular
3724,The Kid LAROI,2022,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,80,2tIP7SsRs7vjIcLrU85W8J,0.657,0.0,7,80.565,4,0.203,0.376,0.0858,Very Popular
3725,Drake,2022,Hours In Silence,0sSRLXxknVTQDStgU1NqpY,76,3TVXtAsR1Inumwj472S9r4,0.403,0.0,6,118.352,4,0.111,0.501,0.234,Very Popular
3726,SZA,2022,Gone Girl,2Sjx8DWZO5zaTyTAmgo2gY,76,7tYKF4w9nC0nq9CsPZTHyP,0.439,0.0,5,150.007,4,0.418,0.428,0.57,Very Popular
3727,NewJeans,2022,Cookie,2DwUdMJ5uxv20EhAildreg,82,6HvZYsbFfjnjFrWF950C9d,0.638,0.0,0,156.935,4,0.661,0.847,0.0596,Very Popular
3728,Harry Styles,2022,Little Freak,3i058E8uxTsYqJ5NWZzqSj,80,6KImCVD70vtIoJWnq6nGn3,0.535,0.000143,3,141.96,4,0.402,0.559,0.719,Very Popular
3729,SZA,2022,Smoking on my Ex Pack,4jTs7ny5eSRnKTzxdrFv5I,74,7tYKF4w9nC0nq9CsPZTHyP,0.676,0.00318,8,81.227,4,0.333,0.466,0.241,Popular
3730,Hailee Steinfeld,2022,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,76,5p7f24Rk5HkUZsaS3BLG5F,0.875,7.32e-06,11,111.976,4,0.84,0.701,0.0262,Very Popular
3731,SZA,2022,Notice Me,4fnNBPN9W6AoOYSQS3FJxT,75,7tYKF4w9nC0nq9CsPZTHyP,0.68,9.91e-05,5,159.919,4,0.777,0.724,0.275,Very Popular
3732,Taylor Swift,2022,Question...?,0heeNYlwOGuUSe7TgUD27B,78,06HL4z0CvFAxyc27GXpf02,0.502,0.0,7,108.943,4,0.106,0.751,0.2,Very Popular
3733,BTS,2022,Run BTS,69xohKu8C1fsflYAiSNbwM,84,3Nrfpe0tUJi4K4DXYWgMUX,0.818,0.0,8,77.004,4,0.696,0.724,0.0201,Very Popular
3734,Drake,2022,Sticky,4rmVZajAF7PkrCagGPHbqa,78,3TVXtAsR1Inumwj472S9r4,0.495,0.000217,6,137.027,4,0.0774,0.853,0.0917,Very Popular
3735,Drake,2022,More M’s,29YW2xXlo6Pc6M0SBTCXYN,74,3TVXtAsR1Inumwj472S9r4,0.504,0.000422,1,82.537,4,0.0713,0.704,0.0405,Popular
3736,The Weeknd,2022,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,79,1Xyo4u8uXC1ZmMpatF05PJ,0.791,0.000155,0,142.981,4,0.5,0.535,0.00096,Very Popular
3737,SZA,2022,Conceited,4hTej08FutmriOs7S1hWWy,75,7tYKF4w9nC0nq9CsPZTHyP,0.458,4.08e-05,1,150.046,4,0.772,0.791,0.0486,Very Popular
3738,Conan Gray,2022,Family Line,0iNZGC211wst3VjtobNnC5,78,4Uc8Dsxct0oMqx0P6i60ea,0.397,0.0,6,153.713,3,0.276,0.326,0.619,Very Popular
3739,Charlie Puth,2022,Light Switch,1jEBSDN5vYViJQr78W7jr2,81,6VuMaDnrHyPL1p4EHjYLi7,0.627,0.000321,6,184.008,4,0.905,0.689,0.105,Very Popular
3740,Harry Styles,2022,Grapejuice,4j6kId9QIqhoXvqHKgSKa0,78,6KImCVD70vtIoJWnq6nGn3,0.721,0.143,5,182.928,4,0.88,0.645,0.357,Very Popular
3741,Charlie Puth,2022,Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,83,6VuMaDnrHyPL1p4EHjYLi7,0.592,1.32e-05,2,101.058,4,0.719,0.881,0.619,Very Popular
3742,Feid,2022,Normal,0T2pB7P1VdXPhLdQZ488uH,87,2LRoIwlKmHjgvigdNGBHNo,0.56,0.0,4,170.082,4,0.541,0.709,0.034,Very Popular
3743,Rauw Alejandro,2022,LOKERA,79HZAZNnOE97rb2hnI0XQr,84,1mcTU81TzQhprhouKaTkpq,0.828,5.91e-06,11,102.019,4,0.58,0.834,0.21,Very Popular
3744,SZA,2022,Far,74NI58MQexwZjNu1Gu6GjT,74,7tYKF4w9nC0nq9CsPZTHyP,0.549,0.000203,2,115.915,4,0.477,0.612,0.672,Popular
3745,Harry Styles,2022,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,80,6KImCVD70vtIoJWnq6nGn3,0.536,0.0,7,118.057,4,0.203,0.555,0.669,Very Popular
3746,Falling In Reverse,2022,Voices In My Head,5XUuldRjPXcP5QxyEN4IXT,76,2CmaKO2zEGJ1NWpS1yfVGz,0.898,0.0,2,173.17,4,0.639,0.546,0.0266,Very Popular
3747,IVE,2022,After LIKE,2gYj9lubBorOPIVWsTXugG,83,6RHTUrRF63xao58xh9FXYJ,0.922,0.0,0,125.014,4,0.799,0.68,0.103,Very Popular
3748,NewJeans,2022,Hurt,5expoVGQPvXuwBBFuNGqBd,80,6HvZYsbFfjnjFrWF950C9d,0.446,0.0,10,179.877,4,0.567,0.599,0.731,Very Popular
3749,Jung Kook,2022,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],1RDvyOk4WtPCtoqciJwVn8,87,6HaGTQPmzraVmaVxvz6EUc,0.879,0.00142,0,114.993,4,0.341,0.71,0.158,Very Popular
3750,Becky G,2022,MAMIII,7FlQk2gJ6TBrHHiidvdR2O,81,4obzFoKoKRHIphyHzJ35G3,0.703,0.0,4,94.048,4,0.902,0.836,0.0845,Very Popular
3751,Dean Lewis,2022,How Do I Say Goodbye,5hnGrTBaEsdukpDF6aZg8a,82,3QSQFmccmX81fWCUSPTS7y,0.641,0.0,8,81.552,4,0.393,0.4,0.214,Very Popular
3752,Harry Styles,2022,Daydreaming,69w5X6uTrOaWM32IetSzvO,77,6KImCVD70vtIoJWnq6nGn3,0.811,0.0152,4,113.971,4,0.899,0.707,0.311,Very Popular
3753,Beyoncé,2022,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax,77,6vWDO969PvNqNYHIOW5v0m,0.641,6.59e-05,10,121.892,4,0.464,0.545,0.00453,Very Popular
3754,Drake,2022,BackOutsideBoyz,0wshkEEcJUQU33RSRBb5dv,75,3TVXtAsR1Inumwj472S9r4,0.433,0.0,5,142.11,4,0.395,0.849,0.0407,Very Popular
3755,Stray Kids,2022,CASE 143,3O8G8eVrhfXTGttyQ1xVuq,79,2dIgFjalVxs4ThymZ67YCE,0.89,0.0,6,100.006,4,0.69,0.812,0.0961,Very Popular
3756,Keith Urban,2022,Brown Eyes Baby,5JLf54f83nJrxD4IhFaLl7,72,0u2FHSq3ln94y5Q57xazwf,0.833,3.13e-06,8,141.944,4,0.581,0.521,0.0906,Popular
3757,Taylor Swift,2022,High Infidelity,5kiZGSxgqPdv6rbqL9THdd,75,06HL4z0CvFAxyc27GXpf02,0.529,0.0,10,87.862,4,0.755,0.646,0.723,Very Popular
3758,MEDUZA,2022,Bad Memories (feat. Elley Duhé & FAST BOY),3rb0tMq42WfggucPm0HHkA,86,0xRXCcSX89eobfrshSVdyu,0.767,0.0,5,123.998,3,0.662,0.607,0.118,Very Popular
3759,JVKE,2022,this is what heartbreak feels like,4RxdAzEmkPXTiIU6ULLoXh,76,164Uj4eKjl6zTBKfJLFKKK,0.474,0.0,1,109.991,4,0.538,0.707,0.578,Very Popular
3760,Beyoncé,2022,BREAK MY SOUL,5pyoxDZ1PX0KxBxiRVxA4U,77,6vWDO969PvNqNYHIOW5v0m,0.887,2.71e-06,1,114.942,4,0.864,0.693,0.0581,Very Popular
3761,Marshmello,2022,Bye Bye,6XO8RlYuJCiI0v3IA48FeJ,74,64KEffDW9EtZ1y2vBYgq8T,0.525,0.0,3,83.018,4,0.238,0.645,0.0574,Popular
3762,Lewis Capaldi,2022,Forget Me,5uSFGgIfHMT3osrAd9n9ym,84,4GNC7GD6oZMSxPGyXy4MNB,0.742,0.0,1,101.982,4,0.716,0.669,0.296,Very Popular
3763,Alec Benjamin,2022,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,77,5IH6FPUwQTxPSXurCrcIov,0.606,0.0,3,121.15,4,0.483,0.448,0.577,Very Popular
3764,SZA,2022,Too Late,4rAg5bbrdZX00mXXhLvYXj,73,7tYKF4w9nC0nq9CsPZTHyP,0.681,0.000789,11,127.541,5,0.351,0.445,0.781,Popular
3765,Swedish House Mafia,2022,Moth To A Flame (with The Weeknd),0VO8gYVDSwM1Qdd2GsMoYK,82,1h6Cn3P4NGzXbaXidqURXs,0.659,0.0,8,120.146,4,0.105,0.553,0.0027,Very Popular
3766,Taylor Swift,2022,This Love (Taylor’s Version),4d1CG5ei1E2vGbvmgf5KKv,76,06HL4z0CvFAxyc27GXpf02,0.494,0.0,4,144.039,4,0.0524,0.47,0.302,Very Popular
3767,TWICE,2022,Talk that Talk,0RDqNCRBGrSegk16Avfzuq,79,7n2Ycct7Beij7Dj7meI4X0,0.907,0.0,3,119.973,4,0.783,0.772,0.136,Very Popular
3768,BLACKPINK,2022,Shut Down,0ARKW62l9uWIDYMZTUmJHF,78,41MozSoPIsD1dJM0CLPjZF,0.686,0.0,0,110.058,3,0.668,0.82,0.00412,Very Popular
3769,Selena Gomez,2022,My Mind & Me,0XER3HPMx223xWaAgNKp4Y,78,0C8ZW7ezQVs4URX5aX7Kqx,0.389,0.0,9,143.577,4,0.244,0.6,0.566,Very Popular
3770,Stray Kids,2022,MANIAC,63irPUP3xB74fHdw1Aw9zR,78,2dIgFjalVxs4ThymZ67YCE,0.8,0.0,1,119.872,5,0.709,0.581,0.154,Very Popular
3771,(G)I-DLE,2022,Nxde,6NnCWIWV740gP7DQ8kqdIE,81,2AfmfGFbe0A0WsTYm0SDTx,0.91,7.81e-06,4,135.966,4,0.648,0.726,0.0413,Very Popular
3772,Harry Styles,2022,Cinema,35TyJIMR3xRouUuo2sjS6v,77,6KImCVD70vtIoJWnq6nGn3,0.644,0.0511,9,105.993,4,0.896,0.829,0.354,Very Popular
3773,IVE,2022,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,82,6RHTUrRF63xao58xh9FXYJ,0.709,5.43e-05,1,117.941,4,0.538,0.703,0.00379,Very Popular
3774,BLACKPINK,2022,Typa Girl,0L8LOav65XwLjCLS11gNPD,78,41MozSoPIsD1dJM0CLPjZF,0.621,0.0,7,131.984,4,0.527,0.915,0.0745,Very Popular
3775,Post Malone,2022,Cooped Up / Return Of The Mack,6Ole34qqbgkZ60IyrcVm7e,75,246dkjvS1zLTtiykXe5h60,0.839,3.63e-06,2,95.485,4,0.338,0.727,0.01,Very Popular
3776,Alesso,2022,Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,82,4AVFqumd2ogHFlRbKIjp1t,0.586,0.000252,10,124.026,4,0.444,0.739,0.0245,Very Popular
3777,Rema,2022,Calm Down,6hgoYQDUcPyCz7LcTUHKxa,83,46pWGuE3dSwY3bMMXGBvVS,0.781,0.001,11,107.007,4,0.824,0.811,0.376,Very Popular
3778,Rauw Alejandro,2022,PUNTO 40,2TDyyEBasw10wu5Uh94bR1,81,1mcTU81TzQhprhouKaTkpq,0.826,0.0361,0,106.972,4,0.201,0.873,0.00127,Very Popular
3779,Conan Gray,2022,The Exit,6PDWMQJ55ZYrGrSx3EZzl4,75,4Uc8Dsxct0oMqx0P6i60ea,0.416,0.0,0,82.015,4,0.453,0.58,0.608,Very Popular
3780,Dove Cameron,2022,Breakfast,6GUiIbJ834FcHewby3PwV0,75,2W8yFh0Ga6Yf3jiayVxwkE,0.553,0.0,2,81.992,4,0.486,0.64,0.0579,Very Popular
